order_id,date,product,category,price,quantity,total_sales,customer_name,customer_location,payment_method,status
ORD0075,2025-04-13,Washing Machine,Home Appliances,626,1,626,Noah Taylor,San Francisco,Credit Card,Completed
ORD0076,2025-03-28,Smartwatch,Electronics,151,1,151,Ava Johnson,San Francisco,Credit Card,Completed
ORD0077,2025-02-04,Jeans,Clothing,38,2,76,Isabella Lee,San Francisco,Credit Card,Pending
ORD0078,2025-02-18,Smartphone,Electronics,518,5,2590,Ethan Doe,Boston,Gift Card,Cancelled
ORD0079,2025-03-21,Washing Machine,Home Appliances,615,1,615,Daniel Wilson,Boston,Credit Card,Completed
ORD0080,2025-02-26,Laptop,Electronics,819,1,819,Daniel Clark,Seattle,Amazon Pay,Completed
ORD0081,2025-04-23,Headphones,Electronics,96,1,96,Daniel Garcia,Seattle,Gift Card,Completed
ORD0082,2025-04-19,Smartwatch,Electronics,144,1,144,David White,Denver,PayPal,Completed
ORD0083,2025-04-05,Washing Machine,Home Appliances,598,1,598,Ava Harris,San Francisco,Debit Card,Pending
ORD0084,2025-02-01,Smartwatch,Electronics,146,3,438,John Doe,San Francisco,Gift Card,Completed
ORD0085,2025-03-25,Headphones,Electronics,105,3,315,Ethan Smith,San Francisco,Gift Card,Completed
ORD0086,2025-03-24,Smartphone,Electronics,501,1,501,Ethan Johnson,Boston,Credit Card,Pending
ORD0087,2025-03-28,Washing Machine,Home Appliances,589,1,589,Daniel Wilson,Boston,Amazon Pay,Pending
ORD0088,2025-03-19,Laptop,Electronics,790,1,790,Daniel Brown,Boston,Amazon Pay,Completed
ORD0089,2025-02-16,Smartwatch,Electronics,150,1,150,Isabella Taylor,Dallas,Debit Card,Cancelled
ORD0090,2025-03-11,Book,Books,16,4,64,Daniel Smith,Miami,Credit Card,Completed
ORD0091,2025-03-02,Washing Machine,Home Appliances,628,1,628,Emily Miller,Dallas,Credit Card,Completed
ORD0092,2025-03-05,Running Shoes,Footwear,57,2,114,Michael Brown,New York,Debit Card,Completed
ORD0093,2025-02-10,Washing Machine,Home Appliances,604,2,1208,Ethan Lee,Houston,Credit Card,Pending
ORD0094,2025-03-03,Laptop,Electronics,770,1,770,Alex Garcia,Houston,Amazon Pay,Completed
ORD0095,2025-03-26,Refrigerator,Home Appliances,1242,1,1242,Daniel Smith,Denver,Debit Card,Pending
ORD0096,2025-04-20,Headphones,Electronics,98,1,98,Daniel Anderson,Miami,Debit Card,Pending
ORD0097,2025-02-25,Smartphone,Electronics,504,3,1512,Jane Lee,Boston,PayPal,Completed
ORD0098,2025-02-18,Washing Machine,Home Appliances,610,1,610,Olivia Anderson,Seattle,Credit Card,Completed
ORD0099,2025-03-18,Jeans,Clothing,41,1,41,Noah Johnson,Dallas,Debit Card,Completed
ORD0100,2025-04-21,Smartwatch,Electronics,152,2,304,Noah Martinez,New York,Gift Card,Completed
ORD0101,2025-04-23,Smartphone,Electronics,515,3,1545,John Martinez,Dallas,Amazon Pay,Completed
ORD0102,2025-04-07,T-Shirt,Clothing,21,5,105,Ava Taylor,Los Angeles,Debit Card,Completed
ORD0103,2025-02-12,Book,Books,14,1,14,David Doe,Chicago,PayPal,Completed
ORD0104,2025-02-17,Smartphone,Electronics,486,5,2430,Isabella Doe,San Francisco,Gift Card,Completed
ORD0105,2025-03-08,Washing Machine,Home Appliances,579,1,579,Emma Brown,San Francisco,Credit Card,Completed
ORD0106,2025-02-10,Running Shoes,Footwear,62,1,62,Jane Smith,Boston,PayPal,Completed
ORD0107,2025-04-03,T-Shirt,Clothing,20,5,100,Emily Johnson,Boston,Amazon Pay,Completed
ORD0108,2025-03-08,Jeans,Clothing,40,5,200,Chris Anderson,Houston,PayPal,Completed
ORD0109,2025-04-15,Smartwatch,Electronics,143,1,143,Ethan Martinez,Houston,Debit Card,Completed
ORD0110,2025-03-10,Laptop,Electronics,829,3,2487,Noah White,Boston,Debit Card,Pending
ORD0111,2025-02-18,Smartwatch,Electronics,155,3,465,Liam Miller,New York,Debit Card,Pending
ORD0112,2025-02-02,Washing Machine,Home Appliances,585,4,2340,Daniel Brown,Miami,PayPal,Completed
ORD0113,2025-03-22,Smartphone,Electronics,496,2,992,David Miller,Houston,Gift Card,Completed
ORD0114,2025-04-01,Jeans,Clothing,42,4,168,Noah White,Denver,Amazon Pay,Cancelled
ORD0115,2025-04-14,T-Shirt,Clothing,21,1,21,Alex Wilson,Houston,PayPal,Pending
ORD0116,2025-03-17,Smartphone,Electronics,509,5,2545,Olivia Johnson,New York,Debit Card,Pending
ORD0117,2025-03-16,Jeans,Clothing,39,5,195,Emma Lee,Boston,Debit Card,Completed
ORD0118,2025-02-23,Washing Machine,Home Appliances,625,1,625,Michael Garcia,Chicago,PayPal,Pending
ORD0119,2025-03-15,Refrigerator,Home Appliances,1218,1,1218,Alex Johnson,New York,PayPal,Completed
ORD0120,2025-03-27,Smartphone,Electronics,520,1,520,John Wilson,Los Angeles,Gift Card,Pending
ORD0121,2025-02-02,Laptop,Electronics,827,5,4135,Sophia Johnson,Denver,Credit Card,Completed
ORD0122,2025-04-25,Book,Books,16,1,16,Emily Miller,Los Angeles,Amazon Pay,Completed
ORD0123,2025-03-13,Jeans,Clothing,39,4,156,Olivia Johnson,Dallas,Debit Card,Completed
ORD0124,2025-04-25,Running Shoes,Footwear,58,5,290,Isabella Martinez,Miami,Gift Card,Cancelled
ORD0125,2025-02-12,Laptop,Electronics,811,3,2433,Emma Martinez,Boston,PayPal,Pending
ORD0126,2025-03-18,T-Shirt,Clothing,19,5,95,David Anderson,Boston,Gift Card,Completed
ORD0127,2025-03-31,Smartwatch,Electronics,155,4,620,Noah Anderson,Boston,Amazon Pay,Completed
ORD0128,2025-02-28,Running Shoes,Footwear,61,2,122,Lucas Johnson,Seattle,PayPal,Completed
ORD0129,2025-02-22,T-Shirt,Clothing,20,2,40,Emma Doe,Los Angeles,Credit Card,Completed
ORD0130,2025-03-15,Smartphone,Electronics,485,2,970,Emily Taylor,Chicago,PayPal,Completed
ORD0131,2025-03-13,Smartphone,Electronics,488,5,2440,Sophia White,Los Angeles,Debit Card,Completed
ORD0132,2025-02-28,T-Shirt,Clothing,20,1,20,Chris Wilson,Boston,Debit Card,Completed
ORD0133,2025-02-18,Book,Books,14,3,42,Daniel Doe,Boston,Credit Card,Completed
ORD0134,2025-03-20,Laptop,Electronics,835,3,2505,Daniel White,Chicago,PayPal,Completed
ORD0135,2025-04-14,Washing Machine,Home Appliances,585,1,585,Daniel Brown,Boston,Gift Card,Completed
ORD0136,2025-03-21,Smartwatch,Electronics,150,4,600,Lucas Brown,Boston,PayPal,Completed
ORD0137,2025-02-27,Washing Machine,Home Appliances,594,1,594,Olivia Brown,Dallas,Credit Card,Completed
ORD0138,2025-02-23,Running Shoes,Footwear,62,1,62,Emily Miller,Dallas,Credit Card,Completed
ORD0139,2025-02-24,Headphones,Electronics,96,1,96,Chris Doe,Houston,PayPal,Completed
ORD0140,2025-02-08,Jeans,Clothing,41,4,164,Ethan White,Houston,Debit Card,Cancelled
ORD0141,2025-03-08,T-Shirt,Clothing,20,5,100,Emma Anderson,New York,PayPal,Completed
ORD0142,2025-03-05,Washing Machine,Home Appliances,597,1,597,Alex Brown,New York,Amazon Pay,Pending
ORD0143,2025-02-05,Running Shoes,Footwear,61,3,183,Noah Wilson,Dallas,Gift Card,Completed
ORD0144,2025-03-06,Smartphone,Electronics,498,2,996,Sophia Lee,Seattle,PayPal,Pending
ORD0145,2025-02-22,Laptop,Electronics,764,1,764,David Wilson,Denver,PayPal,Completed
ORD0146,2025-04-09,Jeans,Clothing,41,5,205,Alex White,San Francisco,Debit Card,Completed
ORD0147,2025-04-29,Jeans,Clothing,40,3,120,Mia Anderson,Boston,Debit Card,Completed
ORD0148,2025-02-10,Book,Books,15,2,30,Emily Miller,Houston,Credit Card,Completed
ORD0149,2025-03-20,Washing Machine,Home Appliances,574,2,1148,Daniel Brown,Seattle,Credit Card,Cancelled
ORD0150,2025-04-16,Running Shoes,Footwear,58,3,174,Mia Brown,Houston,PayPal,Completed
ORD0151,2025-03-04,Headphones,Electronics,102,1,102,Daniel Miller,San Francisco,Credit Card,Completed
ORD0152,2025-04-29,Book,Books,15,5,75,Noah Clark,New York,Amazon Pay,Completed
ORD0153,2025-02-03,Smartphone,Electronics,487,1,487,Emily Anderson,Denver,Credit Card,Completed
ORD0154,2025-03-17,Laptop,Electronics,837,1,837,Lucas White,Denver,Debit Card,Completed
ORD0155,2025-02-09,Smartwatch,Electronics,157,2,314,Olivia Johnson,Miami,Debit Card,Completed
ORD0156,2025-03-25,Smartphone,Electronics,491,1,491,David Doe,Miami,Gift Card,Cancelled
ORD0157,2025-02-11,Headphones,Electronics,99,5,495,Daniel Brown,Los Angeles,Gift Card,Completed
ORD0158,2025-03-24,Running Shoes,Footwear,57,4,228,John Doe,Dallas,Debit Card,Completed
ORD0159,2025-02-09,Refrigerator,Home Appliances,1143,3,3429,Michael Wilson,Los Angeles,Credit Card,Completed
ORD0160,2025-02-28,Smartphone,Electronics,497,5,2485,Chris Anderson,Chicago,Credit Card,Completed
ORD0161,2025-04-18,Washing Machine,Home Appliances,616,4,2464,Emma Harris,Dallas,Amazon Pay,Pending
ORD0162,2025-02-16,Headphones,Electronics,101,2,202,Mia Clark,Houston,PayPal,Pending
ORD0163,2025-04-29,Washing Machine,Home Appliances,580,1,580,Chris Brown,Miami,PayPal,Completed
ORD0164,2025-02-15,Running Shoes,Footwear,62,2,124,Daniel Clark,San Francisco,Credit Card,Completed
ORD0165,2025-03-04,Refrigerator,Home Appliances,1187,1,1187,Isabella Brown,Los Angeles,Gift Card,Cancelled
ORD0166,2025-03-30,Jeans,Clothing,42,3,126,Sophia Anderson,Denver,Debit Card,Pending
ORD0167,2025-04-18,Jeans,Clothing,38,1,38,Michael Taylor,Seattle,Gift Card,Completed
ORD0168,2025-03-22,Jeans,Clothing,41,2,82,Ava Garcia,Seattle,Gift Card,Completed
ORD0169,2025-04-16,Refrigerator,Home Appliances,1180,1,1180,Isabella Martinez,Seattle,Amazon Pay,Cancelled
ORD0170,2025-02-27,T-Shirt,Clothing,20,1,20,Mia White,Houston,PayPal,Completed
ORD0171,2025-03-06,Smartphone,Electronics,493,1,493,John Johnson,Chicago,Debit Card,Completed
ORD0172,2025-02-01,Book,Books,15,5,75,Daniel Garcia,San Francisco,Amazon Pay,Pending
ORD0173,2025-03-21,Jeans,Clothing,40,1,40,Emma Taylor,Denver,Credit Card,Completed
ORD0174,2025-04-14,Laptop,Electronics,786,4,3144,Olivia Miller,Houston,Credit Card,Cancelled
ORD0175,2025-03-15,Book,Books,15,4,60,Noah Taylor,Denver,PayPal,Completed
ORD0176,2025-02-27,Smartwatch,Electronics,151,2,302,Daniel Garcia,Houston,Amazon Pay,Completed
ORD0177,2025-04-13,Book,Books,15,4,60,Daniel Anderson,Los Angeles,Gift Card,Cancelled
ORD0178,2025-03-12,Refrigerator,Home Appliances,1215,1,1215,Alex Doe,Los Angeles,Gift Card,Completed
ORD0179,2025-03-26,T-Shirt,Clothing,20,3,60,Ethan Smith,Houston,Debit Card,Completed
ORD0180,2025-04-06,Running Shoes,Footwear,61,4,244,Noah Garcia,Seattle,Amazon Pay,Completed
ORD0181,2025-04-13,Book,Books,14,3,42,Olivia Harris,Los Angeles,Debit Card,Completed
ORD0182,2025-04-25,Smartwatch,Electronics,157,1,157,Emily Garcia,Dallas,Amazon Pay,Completed
ORD0183,2025-03-21,Smartwatch,Electronics,153,1,153,Alex Garcia,Chicago,Credit Card,Pending
ORD0184,2025-04-20,Smartphone,Electronics,476,1,476,Jane Brown,Houston,Debit Card,Completed
ORD0185,2025-03-07,Washing Machine,Home Appliances,588,1,588,Lucas Lee,New York,Gift Card,Completed
ORD0186,2025-02-05,Running Shoes,Footwear,62,5,310,Alex Smith,San Francisco,Credit Card,Cancelled
ORD0187,2025-02-08,Jeans,Clothing,40,5,200,Sophia Smith,Los Angeles,Gift Card,Completed
ORD0188,2025-03-07,T-Shirt,Clothing,20,1,20,Michael Smith,Seattle,Debit Card,Pending
ORD0189,2025-03-05,Washing Machine,Home Appliances,587,1,587,Emma Martinez,Chicago,Gift Card,Completed
ORD0190,2025-02-01,Headphones,Electronics,99,4,396,Chris Brown,Boston,Debit Card,Pending
ORD0191,2025-03-17,T-Shirt,Clothing,21,1,21,Daniel Brown,Dallas,Credit Card,Completed
ORD0192,2025-04-26,T-Shirt,Clothing,19,2,38,Daniel White,San Francisco,Credit Card,Pending
ORD0193,2025-03-06,Smartphone,Electronics,480,3,1440,Daniel Johnson,New York,PayPal,Completed
ORD0194,2025-02-25,Refrigerator,Home Appliances,1247,2,2494,Mia Brown,Dallas,PayPal,Completed
ORD0195,2025-02-23,Refrigerator,Home Appliances,1215,2,2430,Daniel Anderson,Dallas,Credit Card,Pending
ORD0196,2025-03-06,T-Shirt,Clothing,20,1,20,Daniel Anderson,Chicago,Amazon Pay,Completed
ORD0197,2025-04-19,Laptop,Electronics,768,2,1536,Michael Taylor,Seattle,Amazon Pay,Pending
ORD0198,2025-04-14,Book,Books,16,2,32,Sophia White,Denver,Credit Card,Cancelled
ORD0199,2025-04-22,Refrigerator,Home Appliances,1194,2,2388,Emily Wilson,Seattle,Gift Card,Completed
ORD0200,2025-02-12,Laptop,Electronics,831,2,1662,Liam Garcia,Denver,PayPal,Pending
ORD0201,2025-04-19,Refrigerator,Home Appliances,1230,2,2460,Daniel Johnson,Los Angeles,PayPal,Completed
ORD0202,2025-03-22,Laptop,Electronics,795,2,1590,Lucas Johnson,Chicago,Amazon Pay,Completed
ORD0203,2025-03-07,T-Shirt,Clothing,21,5,105,Olivia Johnson,San Francisco,PayPal,Completed
ORD0204,2025-02-07,Book,Books,14,1,14,Isabella Garcia,Miami,Gift Card,Completed
ORD0205,2025-03-04,Book,Books,15,4,60,Olivia Martinez,Houston,Gift Card,Pending
ORD0206,2025-02-08,Smartphone,Electronics,503,4,2012,David Doe,Chicago,Amazon Pay,Completed
ORD0207,2025-04-17,Jeans,Clothing,38,3,114,Chris White,Houston,Amazon Pay,Pending
ORD0208,2025-03-08,Running Shoes,Footwear,62,3,186,Isabella Brown,Houston,Credit Card,Completed
ORD0209,2025-03-01,Headphones,Electronics,105,3,315,Noah Taylor,Dallas,Debit Card,Completed
ORD0210,2025-03-29,Headphones,Electronics,104,4,416,Liam Johnson,Boston,Credit Card,Completed
ORD0211,2025-04-09,Headphones,Electronics,101,3,303,Isabella Smith,Miami,Debit Card,Pending
ORD0212,2025-04-17,T-Shirt,Clothing,19,2,38,Ethan Smith,Los Angeles,Credit Card,Completed
ORD0213,2025-02-21,T-Shirt,Clothing,21,5,105,Olivia Garcia,Los Angeles,Credit Card,Completed
ORD0214,2025-04-21,Washing Machine,Home Appliances,612,1,612,Daniel Harris,Boston,Credit Card,Completed
ORD0215,2025-02-24,Jeans,Clothing,39,5,195,Michael White,New York,PayPal,Completed
ORD0216,2025-04-13,Smartphone,Electronics,478,2,956,Daniel Taylor,Dallas,Debit Card,Completed
ORD0217,2025-03-14,Refrigerator,Home Appliances,1168,2,2336,David Garcia,Los Angeles,Gift Card,Cancelled
ORD0218,2025-04-02,Jeans,Clothing,38,3,114,Emily Lee,Miami,PayPal,Cancelled
ORD0219,2025-03-19,Smartwatch,Electronics,151,1,151,David Taylor,Houston,PayPal,Completed
ORD0220,2025-02-13,T-Shirt,Clothing,20,2,40,Mia Garcia,Boston,Credit Card,Completed
ORD0221,2025-03-03,Washing Machine,Home Appliances,586,1,586,Chris Anderson,New York,Amazon Pay,Pending
ORD0222,2025-04-22,Smartphone,Electronics,498,3,1494,Ava Martinez,Los Angeles,PayPal,Completed
ORD0223,2025-02-13,Laptop,Electronics,767,4,3068,David Johnson,Houston,Gift Card,Completed
ORD0224,2025-04-15,Refrigerator,Home Appliances,1173,2,2346,Olivia Smith,Dallas,Credit Card,Pending
ORD0225,2025-02-08,Refrigerator,Home Appliances,1167,1,1167,Olivia Clark,Miami,Debit Card,Completed
ORD0226,2025-04-18,Jeans,Clothing,41,2,82,Daniel Anderson,Houston,Credit Card,Cancelled
ORD0227,2025-02-09,Book,Books,15,1,15,Sophia Lee,Dallas,PayPal,Completed
ORD0228,2025-04-17,T-Shirt,Clothing,21,3,63,Jane Garcia,Dallas,PayPal,Completed
ORD0229,2025-03-11,T-Shirt,Clothing,20,1,20,David Doe,Chicago,Amazon Pay,Completed
ORD0230,2025-02-23,Laptop,Electronics,840,1,840,Isabella Miller,Chicago,Credit Card,Pending
ORD0231,2025-02-14,Smartphone,Electronics,499,5,2495,Chris Anderson,Seattle,Gift Card,Pending
ORD0232,2025-02-16,Smartwatch,Electronics,153,5,765,Olivia Anderson,San Francisco,Gift Card,Pending
ORD0233,2025-03-28,Jeans,Clothing,40,4,160,John Taylor,Los Angeles,PayPal,Pending
ORD0234,2025-03-25,Jeans,Clothing,39,1,39,Ethan Anderson,Chicago,Credit Card,Cancelled
ORD0235,2025-03-05,Smartphone,Electronics,487,1,487,Noah White,Dallas,Gift Card,Pending
ORD0236,2025-04-07,Headphones,Electronics,96,1,96,Liam Martinez,San Francisco,Debit Card,Completed
ORD0237,2025-02-03,Laptop,Electronics,795,1,795,Jane Miller,New York,Credit Card,Cancelled
ORD0238,2025-03-11,Laptop,Electronics,831,4,3324,Ava Doe,Los Angeles,Credit Card,Pending
ORD0239,2025-04-21,Smartwatch,Electronics,147,1,147,Chris Miller,Denver,Gift Card,Completed
ORD0240,2025-02-09,Refrigerator,Home Appliances,1229,3,3687,Isabella Smith,Houston,Debit Card,Completed
ORD0241,2025-03-09,Running Shoes,Footwear,62,5,310,Chris Johnson,Los Angeles,Debit Card,Pending
ORD0242,2025-03-18,Washing Machine,Home Appliances,594,1,594,Sophia Clark,Dallas,PayPal,Cancelled
ORD0243,2025-03-28,Headphones,Electronics,103,1,103,Sophia Johnson,Boston,Credit Card,Pending
ORD0244,2025-03-03,Headphones,Electronics,105,1,105,Ethan Brown,Miami,Gift Card,Completed
ORD0245,2025-03-17,T-Shirt,Clothing,21,3,63,Ethan Lee,Boston,Debit Card,Completed
ORD0246,2025-04-26,Smartwatch,Electronics,153,1,153,Mia Brown,Boston,Credit Card,Pending
ORD0247,2025-03-22,Jeans,Clothing,40,1,40,Noah White,Houston,Gift Card,Completed
ORD0248,2025-02-19,Jeans,Clothing,41,2,82,Alex Garcia,Miami,Debit Card,Completed
ORD0249,2025-03-26,Washing Machine,Home Appliances,585,1,585,Emily Clark,Boston,PayPal,Completed
ORD0250,2025-03-19,T-Shirt,Clothing,20,5,100,Jane White,Denver,Credit Card,Completed
ORD0251,2025-02-09,T-Shirt,Clothing,20,1,20,Ethan Clark,Los Angeles,Debit Card,Completed
ORD0252,2025-03-22,Book,Books,14,2,28,Emily Miller,Houston,Debit Card,Cancelled
ORD0253,2025-04-23,Running Shoes,Footwear,59,5,295,Liam Garcia,Los Angeles,Gift Card,Completed
ORD0254,2025-03-13,Refrigerator,Home Appliances,1168,3,3504,David Clark,San Francisco,Credit Card,Cancelled
ORD0255,2025-02-28,Smartwatch,Electronics,154,2,308,Mia Brown,Seattle,PayPal,Completed
ORD0256,2025-03-28,Book,Books,14,5,70,Ava White,Los Angeles,Debit Card,Completed
ORD0257,2025-04-12,Refrigerator,Home Appliances,1169,1,1169,Emily Taylor,Dallas,Debit Card,Completed
ORD0258,2025-02-28,Refrigerator,Home Appliances,1191,1,1191,Olivia Garcia,Houston,Amazon Pay,Completed
ORD0259,2025-03-18,Book,Books,15,5,75,Michael Brown,Boston,Credit Card,Completed
ORD0260,2025-04-07,Laptop,Electronics,837,3,2511,Daniel Johnson,New York,Debit Card,Completed
ORD0261,2025-02-20,Smartphone,Electronics,519,5,2595,Emma Johnson,Seattle,Debit Card,Completed
ORD0262,2025-02-09,Laptop,Electronics,765,2,1530,Alex Wilson,Miami,PayPal,Pending
